q_bohr^-1 w_Ry eps g_Ry
1.809454656238811854e+00 -5.929511332653273348e-01 1.192178625161690153e+00 -4.973676936917971192e-01
1.817418183386056318e+00 -5.879827538404249765e-01 1.188195476277251084e+00 -4.948535536279270453e-01
1.825381710533300783e+00 -5.830760877235109385e-01 1.184271657551828172e+00 -4.923499469107182613e-01
1.833345237680545248e+00 -5.782300596573500817e-01 1.180406199454824501e+00 -4.898568475194454708e-01
1.841308764827789712e+00 -5.734436176917132588e-01 1.176598154059787404e+00 -4.873742285869457902e-01
1.849272291975034177e+00 -5.687157325826334153e-01 1.172846594504515672e+00 -4.849020624243657318e-01
1.857235819122278642e+00 -5.640453972096469704e-01 1.169150614467948657e+00 -4.824403205452960086e-01
1.865199346269523106e+00 -5.594316260104134075e-01 1.165509327663293737e+00 -4.799889736893025449e-01
1.873162873416767571e+00 -5.548734544321183293e-01 1.161921867346873860e+00 -4.775479918448504724e-01
1.881126400564012036e+00 -5.503699383990969807e-01 1.158387385842195583e+00 -4.751173442716274398e-01
1.889089927711256500e+00 -5.459201537961291262e-01 1.154905054078758209e+00 -4.726969995222657928e-01
1.897053454858500965e+00 -5.415231959668820316e-01 1.151474061145149053e+00 -4.702869254634649554e-01
1.905016982005745430e+00 -5.371781792269973987e-01 1.148093613855985184e+00 -4.678870892965180106e-01
1.912980509152989894e+00 -5.328842363913317559e-01 1.144762936332281988e+00 -4.654974575772388157e-01
1.920944036300234359e+00 -5.286405183148853437e-01 1.141481269594848413e+00 -4.631179962352937607e-01
1.928907563447478823e+00 -5.244461934469678566e-01 1.138247871170324332e+00 -4.607486705929372817e-01
1.936871090594723288e+00 -5.203004473981650557e-01 1.135062014709494527e+00 -4.583894453831491300e-01
1.944834617741967753e+00 -5.162024825196892541e-01 1.131922989617529796e+00 -4.560402847671740090e-01
1.952798144889212217e+00 -5.121515174947107729e-01 1.128830100695822125e+00 -4.537011523514614675e-01
1.960761672036456682e+00 -5.081467869412799043e-01 1.125782667795093506e+00 -4.513720112040034982e-01
1.968725199183701147e+00 -5.041875410264682333e-01 1.122780025479483079e+00 -4.490528238700675079e-01
1.976688726330945611e+00 -5.002730450913650539e-01 1.119821522701319516e+00 -4.467435523873197201e-01
1.984652253478190076e+00 -4.964025792865849329e-01 1.116906522486311060e+00 -4.444441583003370111e-01
1.992615780625434541e+00 -4.925754382179462487e-01 1.114034401628895443e+00 -4.421546026744978541e-01
2.000579307772679005e+00 -4.887909306020033484e-01 1.111204550397509427e+00 -4.398748461092504836e-01
2.008542834919923692e+00 -4.850483789311144656e-01 1.108416372249547699e+00 -4.376048487507465112e-01
2.016506362067167935e+00 -4.813471191477500244e-01 1.105669283555802851e+00 -4.353445703038349435e-01
2.024469889214412621e+00 -4.776865003277462329e-01 1.102962713334183276e+00 -4.330939700434038864e-01
2.032433416361656864e+00 -4.740658843722288518e-01 1.100296102992533775e+00 -4.308530068250597811e-01
2.040396943508901551e+00 -4.704846457079326916e-01 1.097668906080379481e+00 -4.286216390951319566e-01
2.048360470656145793e+00 -4.669421709956600997e-01 1.095080588049452741e+00 -4.263998248999857910e-01
2.056323997803390480e+00 -4.634378588466220861e-01 1.092530626022852891e+00 -4.241875218946293824e-01
2.064287524950634722e+00 -4.599711195464253888e-01 1.090018508572727640e+00 -4.219846873505959661e-01
2.072251052097878965e+00 -4.565413747864637273e-01 1.087543735506362186e+00 -4.197912781630775414e-01
2.080214579245123652e+00 -4.531480574024936980e-01 1.085105817660594107e+00 -4.176072508572911124e-01
2.088178106392367894e+00 -4.497906111201721013e-01 1.082704276704477886e+00 -4.154325615940479000e-01
2.096141633539612581e+00 -4.464684903073430911e-01 1.080338644950148863e+00 -4.132671661744961034e-01
2.104105160686856824e+00 -4.431811597328764174e-01 1.078008465171856445e+00 -4.111110200440071250e-01
2.112068687834101510e+00 -4.399280943318515380e-01 1.075713290433149005e+00 -4.089640782951646236e-01
2.120032214981345753e+00 -4.367087789769055761e-01 1.073452683922225370e+00 -4.068262956698204258e-01
2.127995742128590440e+00 -4.335227082555526690e-01 1.071226218795484630e+00 -4.046976265601650025e-01
2.135959269275834682e+00 -4.303693862533049530e-01 1.069033478029336903e+00 -4.025780250087683254e-01
2.143922796423079369e+00 -4.272483263424149968e-01 1.066874054280356088e+00 -4.004674447075282639e-01
2.151886323570323611e+00 -4.241590509760813643e-01 1.064747549753903400e+00 -3.983658389954669032e-01
2.159849850717568298e+00 -4.211010914879491085e-01 1.062653576081363349e+00 -3.962731608552992890e-01
2.167813377864812541e+00 -4.180739878967556500e-01 1.060591754206186899e+00 -3.941893629086983819e-01
2.175776905012057227e+00 -4.150772887159674962e-01 1.058561714278968502e+00 -3.921143974101635732e-01
2.183740432159301470e+00 -4.121105507682651936e-01 1.056563095561835253e+00 -3.900482162393930086e-01
2.191703959306546157e+00 -4.091733390047332386e-01 1.054595546342468992e+00 -3.879907708920462550e-01
2.199667486453790399e+00 -4.062652263286213872e-01 1.052658723858151069e+00 -3.859420124687693576e-01
2.207631013601035086e+00 -4.033857934235433040e-01 1.050752294230270723e+00 -3.839018916623387900e-01
2.215594540748279329e+00 -4.005346285859870403e-01 1.048875932409825129e+00 -3.818703587427602075e-01
2.223558067895524015e+00 -3.977113275620110522e-01 1.047029322134507501e+00 -3.798473635401384829e-01
