q_bohr^-1 w_Ry eps g_Ry
4.791834729662140524e-01 -1.541029405131330576e-02 2.035647034230606778e+00 -7.570219096031931098e-03
4.815887982565759673e-01 -1.350031898908030104e-02 2.015414067926520669e+00 -6.698533668056397099e-03
4.839941235469378822e-01 -1.162295374813845927e-02 1.995506790329857782e+00 -5.824562364038451436e-03
4.863994488372997971e-01 -9.777568258307084426e-03 1.975918968387026631e+00 -4.948364996105414533e-03
4.888047741276617120e-01 -7.963547813807453357e-03 1.956644523704538674e+00 -4.070002352154377355e-03
4.912100994180236824e-01 -6.180292622746746956e-03 1.937677528050228304e+00 -3.189536201601932391e-03
4.936154247083855973e-01 -4.427217371936242873e-03 1.919012199008497621e+00 -2.307029300920373626e-03
4.960207499987475122e-01 -2.703750806447913213e-03 1.900642895783670960e+00 -1.422545398952024514e-03
4.984260752891094270e-01 -1.009335323344157098e-03 1.882564115145790140e+00 -5.361492419959316275e-04
5.008314005794713974e-01 6.565734209645068820e-04 1.864770487513425890e+00 3.520934213410966611e-04
5.032367258698332568e-01 2.294506890251818421e-03 1.847256773168324706e+00 1.242115835535084929e-03
5.056420511601952272e-01 3.904984035398184616e-03 1.830017858596920011e+00 2.133850233785230394e-03
5.080473764505570866e-01 5.488511649177157947e-03 1.813048752953970277e+00 3.027227833909494799e-03
5.104527017409190570e-01 7.045584709364061116e-03 1.796344584643762676e+00 3.922178834503118640e-03
5.128580270312809164e-01 8.576686710603187436e-03 1.779900598014541702e+00 4.818632411366332267e-03
5.152633523216428868e-01 1.008228998545301902e-02 1.763712150161984571e+00 5.716516714208172249e-03
5.176686776120047462e-01 1.156285601500939286e-02 1.747774707837739916e+00 6.615758863632020294e-03
5.200740029023667166e-01 1.301883572949361079e-02 1.732083844459198385e+00 7.516284948410468028e-03
5.224793281927286870e-01 1.445066979917139505e-02 1.716635237216840526e+00 8.418020023053987555e-03
5.248846534830905464e-01 1.585878891595912665e-02 1.701424664275646537e+00 9.320888105680978988e-03
5.272899787734525168e-01 1.724361406605454117e-02 1.686448002067205909e+00 1.022481217619384056e-02
5.296953040638143761e-01 1.860555679391773243e-02 1.671701222669313092e+00 1.112971417476685265e-02
5.321006293541763466e-01 1.994501945791532505e-02 1.657180391269948760e+00 1.203551500065170275e-02
5.345059546445382059e-01 2.126239547792529994e-02 1.642881663712703499e+00 1.294213451130435746e-02
5.369112799349001763e-01 2.255806957519293499e-02 1.628801284120787951e+00 1.384949152183998639e-02
5.393166052252620357e-01 2.383241800471030958e-02 1.614935582596935371e+00 1.475750380481803854e-02
5.417219305156240061e-01 2.508580878038746409e-02 1.601280972996563801e+00 1.566608809036369732e-02
5.441272558059859765e-01 2.631860189326720723e-02 1.587833950771726954e+00 1.657516006662769145e-02
5.465325810963478359e-01 2.753114952302934682e-02 1.574591090883440403e+00 1.748463438058875039e-02
5.489379063867098063e-01 2.872379624301876766e-02 1.561549045780096012e+00 1.839442463920135801e-02
5.513432316770716657e-01 2.989687921902198231e-02 1.548704543439770820e+00 1.930444341089044766e-02
5.537485569674336361e-01 3.105072840201092421e-02 1.536054385474310058e+00 2.021460222739635340e-02
5.561538822577954955e-01 3.218566671505959653e-02 1.523595445293183692e+00 2.112481158596936359e-02
5.585592075481574659e-01 3.330201023463649768e-02 1.511324666325163601e+00 2.203498095191647188e-02
5.609645328385193253e-01 3.440006836646347654e-02 1.499239060295983750e+00 2.294501876149900033e-02
5.633698581288812957e-01 3.548014401612709090e-02 1.487335705560201671e+00 2.385483242518108768e-02
5.657751834192432661e-01 3.654253375462035436e-02 1.475611745485569948e+00 2.476432833122749547e-02
5.681805087096051254e-01 3.758752797898609610e-02 1.464064386888286107e+00 2.567341184964850448e-02
5.705858339999670958e-01 3.861541106822721781e-02 1.452690898517575935e+00 2.658198733648912959e-02
5.729911592903289552e-01 3.962646153464163823e-02 1.441488609588122305e+00 2.748995813845809058e-02
5.753964845806909256e-01 4.062095217073541376e-02 1.430454908358919530e+00 2.839722659789223683e-02
5.778018098710527850e-01 4.159915019186072316e-02 1.419587240757209212e+00 2.930369405805006988e-02
5.802071351614147554e-01 4.256131737472004795e-02 1.408883109046193960e+00 3.020926086872730357e-02
5.826124604517767258e-01 4.350771019187302247e-02 1.398340070535316837e+00 3.111382639218603433e-02
5.850177857421385852e-01 4.443857994237668252e-02 1.387955736331925927e+00 3.201728900938762695e-02
5.874231110325005556e-01 4.535417287868687142e-02 1.377727770133218899e+00 3.291954612651915024e-02
5.898284363228624150e-01 4.625473032994006917e-02 1.367653887057418638e+00 3.382049418179889494e-02
5.922337616132243854e-01 4.714048882173618726e-02 1.357731852513178072e+00 3.472002865254915360e-02
5.946390869035862448e-01 4.801168019253221342e-02 1.347959481106286495e+00 3.561804406251770777e-02
5.970444121939482152e-01 4.886853170675820035e-02 1.338334635582775878e+00 3.651443398943229890e-02
5.994497374843100745e-01 4.971126616475879390e-02 1.328855225807623386e+00 3.740909107276629147e-02
