q_bohr^-1 w_Ry eps g_Ry
8.757607378850580382e-01 -8.394219066114051442e-01 2.076638813331692646e+00 -4.042214280222681255e-01
8.815140799511638203e-01 -8.277715867650528025e-01 2.056962678330278571e+00 -4.024242128870267887e-01
8.872674220172696025e-01 -8.163419737718462521e-01 2.037676620851911480e+00 -4.006239093181283017e-01
8.930207640833753846e-01 -8.051273932034651581e-01 2.018770690795312905e+00 -3.988206272631578675e-01
8.987741061494812778e-01 -7.941223521394275009e-01 2.000235255859893257e+00 -3.970144760787337468e-01
9.045274482155870599e-01 -7.833215322627051780e-01 1.982060989461514211e+00 -3.952055645247918303e-01
9.102807902816928420e-01 -7.727197832597910709e-01 1.964238859181284935e+00 -3.933940007590872590e-01
9.160341323477986242e-01 -7.623121165099724372e-01 1.946760115720720163e+00 -3.915798923319080416e-01
9.217874744139045173e-01 -7.520936990494144769e-01 1.929616282338034505e+00 -3.897633461810004474e-01
9.275408164800102995e-01 -7.420598477964608364e-01 1.912799144741796020e+00 -3.879444686266992348e-01
9.332941585461160816e-01 -7.322060240253082108e-01 1.896300741419436831e+00 -3.861233653672626054e-01
9.390475006122218637e-01 -7.225278280759217520e-01 1.880113354379393531e+00 -3.843001414744064426e-01
9.448008426783277569e-01 -7.130209942887160146e-01 1.864229500286781027e+00 -3.824749013890347271e-01
9.505541847444335390e-01 -7.036813861531536762e-01 1.848641921973606772e+00 -3.806477489171644080e-01
9.563075268105393212e-01 -6.945049916599927986e-01 1.833343580305560439e+00 -3.788187872260369016e-01
9.620608688766452143e-01 -6.854879188474762852e-01 1.818327646388370855e+00 -3.769881188404177741e-01
9.678142109427509965e-01 -6.766263915322602296e-01 1.803587494097635524e+00 -3.751558456390758911e-01
9.735675530088567786e-01 -6.679167452163765617e-01 1.789116692916876694e+00 -3.733220688514409247e-01
9.793208950749625608e-01 -6.593554231619793704e-01 1.774909001069386649e+00 -3.714868890544339441e-01
9.850742371410684539e-01 -6.509389726260562670e-01 1.760958358930175605e+00 -3.696504061694663168e-01
9.908275792071742361e-01 -6.426640412476982700e-01 1.747258882705059690e+00 -3.678127194596045868e-01
9.965809212732800182e-01 -6.345273735808962812e-01 1.733804858364579093e+00 -3.659739275268946157e-01
1.002334263339385911e+00 -6.265258077662040348e-01 1.720590735821095230e+00 -3.641341283098419312e-01
1.008087605405491693e+00 -6.186562723349451343e-01 1.707611123337992254e+00 -3.622934190810449540e-01
1.013840947471597476e+00 -6.109157831399599781e-01 1.694860782160480195e+00 -3.604518964449757168e-01
1.019594289537703258e+00 -6.033014404071983527e-01 1.682334621358033688e+00 -3.586096563359044143e-01
1.025347631603809040e+00 -5.958104259027509064e-01 1.670027692868993885e+00 -3.567667940159657824e-01
1.031100973669914822e+00 -5.884400002101747296e-01 1.657935186738338729e+00 -3.549234040733610374e-01
1.036854315736020826e+00 -5.811875001132380536e-01 1.646052426540076885e+00 -3.530795804206954824e-01
1.042607657802126608e+00 -5.740503360794412258e-01 1.634374864976146258e+00 -3.512354162934459567e-01
1.048360999868232390e+00 -5.670259898398997134e-01 1.622898079644083724e+00 -3.493910042485561807e-01
1.054114341934338173e+00 -5.601120120614000442e-01 1.611617768966134845e+00 -3.475464361631581123e-01
1.059867684000443955e+00 -5.533060201066344330e-01 1.600529748272809805e+00 -3.457018032334152058e-01
1.065621026066549737e+00 -5.466056958788165776e-01 1.589629946034240238e+00 -3.438571959734852967e-01
1.071374368132655519e+00 -5.400087837470654017e-01 1.578914400233011328e+00 -3.420127042145999496e-01
1.077127710198761301e+00 -5.335130885491156105e-01 1.568379254872442896e+00 -3.401684171042587135e-01
1.082881052264867305e+00 -5.271164736680773455e-01 1.558020756614588720e+00 -3.383244231055333451e-01
1.088634394330973088e+00 -5.208168591801218827e-01 1.547835251542488244e+00 -3.364808099964800570e-01
1.094387736397078870e+00 -5.146122200701168659e-01 1.537819182041461730e+00 -3.346376648696545164e-01
1.100141078463184652e+00 -5.085005845123818924e-01 1.527969083794496807e+00 -3.327950741317304839e-01
1.105894420529290434e+00 -5.024800322138507358e-01 1.518281582886989334e+00 -3.309531235032124874e-01
1.111647762595396216e+00 -4.965486928170707581e-01 1.508753393016335043e+00 -3.291118980182434206e-01
1.117401104661501998e+00 -4.907047443605750958e-01 1.499381312802070099e+00 -3.272714820245007927e-01
1.123154446727608002e+00 -4.849464117942832164e-01 1.490162223192457391e+00 -3.254319591831790759e-01
1.128907788793713785e+00 -4.792719655476931906e-01 1.481093084963609918e+00 -3.235934124690540981e-01
1.134661130859819567e+00 -4.736797201487231712e-01 1.472170936307405364e+00 -3.217559241706247630e-01
1.140414472925925349e+00 -4.681680328911694833e-01 1.463392890504638277e+00 -3.199195758903309872e-01
1.146167814992031131e+00 -4.627353025488287752e-01 1.454756133679996122e+00 -3.180844485448425241e-01
1.151921157058136913e+00 -4.573799681344262180e-01 1.446257922635612037e+00 -3.162506223654161785e-01
1.157674499124242695e+00 -4.521005077015725626e-01 1.437895582760084112e+00 -3.144181768983196346e-01
1.163427841190348477e+00 -4.468954371880519694e-01 1.429666506009997118e+00 -3.125871910053175662e-01
1.169181183256454482e+00 -4.417633092988197396e-01 1.421568148961107170e+00 -3.107577428642191442e-01
1.174934525322560264e+00 -4.367027124271578575e-01 1.413598030926482840e+00 -3.089299099694837736e-01
1.180687867388666046e+00 -4.317122696125036407e-01 1.405753732139000567e+00 -3.071037691328825647e-01
1.186441209454771828e+00 -4.267906375335377978e-01 1.398032891995728555e+00 -3.052793964842150376e-01
1.192194551520877610e+00 -4.219365055351699256e-01 1.390433207361819079e+00 -3.034568674720766190e-01
1.197947893586983392e+00 -4.171485946881259843e-01 1.382952430931642551e+00 -3.016362568646767106e-01
1.203701235653089174e+00 -4.124256568798928546e-01 1.375588369644999087e+00 -2.998176387507029972e-01
1.209454577719194956e+00 -4.077664739358320412e-01 1.368338883156321018e+00 -2.980010865402326070e-01
1.215207919785300961e+00 -4.031698567693197677e-01 1.361201882354887482e+00 -2.961866729656834618e-01
